Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
17722-9500,PF,Dirk,,Nowitzki,23.92353013,17,5700,UTA@DAL,DAL,UTA,,
17722-9799,SG,Wesley,,Matthews,23.79268293,41,5400,UTA@DAL,DAL,UTA,,
17722-9495,PG,J.J.,,Barea,22.40588199,17,4700,UTA@DAL,DAL,UTA,,
17722-15583,SG,Seth,,Curry,18.44210494,38,4000,UTA@DAL,DAL,UTA,,
17722-16196,PF,Dwight,,Powell,16.90714228,42,3600,UTA@DAL,DAL,UTA,,
17722-64017,C,Salah,,Mejri,10.43783817,37,3500,UTA@DAL,DAL,UTA,,
17722-15474,PG,Pierre,,Jackson,3.98333327,6,3500,UTA@DAL,DAL,UTA,,
17722-23744,SF,Justin,,Anderson,12.54473716,38,3500,UTA@DAL,DAL,UTA,,
17722-23273,C,A.J.,,Hammons,3.529411765,17,3500,UTA@DAL,DAL,UTA,,
17722-71469,SG,Nicolas,,Brussino,4.410714286,28,3500,UTA@DAL,DAL,UTA,,
17722-71468,PG,Jonathan,,Gibson,9.788234935,17,3500,UTA@DAL,DAL,UTA,,
17722-9613,PG,Devin,,Harris,10.119231,26,3500,UTA@DAL,DAL,UTA,,
17722-16376,SF,Dorian,,Finney-Smith,10.2000003,41,3500,UTA@DAL,DAL,UTA,,
17722-9646,SF,Kevin,,Durant,46.94285656,42,10500,GS@HOU,GS,HOU,,
17722-9524,PG,Stephen,,Curry,39.71190534,42,9100,GS@HOU,GS,HOU,,
17722-15860,PF,Draymond,,Green,37.07749939,40,8200,GS@HOU,GS,HOU,,
17722-14509,SG,Klay,,Thompson,29.45365794,41,6400,GS@HOU,GS,HOU,,
17722-9454,C,Zaza,,Pachulia,16.95789538,38,4100,GS@HOU,GS,HOU,,
17722-9664,SF,Andre,,Iguodala,16.93414604,41,4000,GS@HOU,GS,HOU,,
17722-9739,C,JaVale,,McGee,9.515789634,38,3500,GS@HOU,GS,HOU,,
17722-15955,PF,James Michael,,McAdoo,2.506249905,16,3500,GS@HOU,GS,HOU,,
17722-41082,C,Damian,,Jones,-2,1,3500,GS@HOU,GS,HOU,,
17722-58576,PF,Kevon,,Looney,7.515625,32,3500,GS@HOU,GS,HOU,,
17722-9490,C,Anderson,,Varejao,4.872727134,11,3500,GS@HOU,GS,HOU,,
17722-58658,SG,Patrick,,McCaw,5.534375191,32,3500,GS@HOU,GS,HOU,,
17722-17747,SG,Ian,,Clark,11.01282051,39,3500,GS@HOU,GS,HOU,,
17722-9643,PG,Shaun,,Livingston,10.72439054,41,3500,GS@HOU,GS,HOU,,
17722-9644,SG,James,,Harden,54.09777561,45,12200,GS@HOU,HOU,GS,,
17722-9556,SG,Eric,,Gordon,25.6209291,43,6100,GS@HOU,HOU,GS,,
17722-12474,PG,Patrick,,Beverley,26.11612824,31,5700,GS@HOU,HOU,GS,,
17722-9538,SF,Trevor,,Ariza,25.89111057,45,5500,GS@HOU,HOU,GS,,
17722-23776,PF,Montrezl,,Harrell,18.24444411,36,5200,GS@HOU,HOU,GS,,
17722-55059,C,Clint,,Capela,24.46333415,30,4600,GS@HOU,HOU,GS,,
17722-9512,C,Nene,,Hilario,14.58000031,40,3600,GS@HOU,HOU,GS,,
17722-58505,C,Chinanu,,Onuaku,6.550000191,2,3500,GS@HOU,HOU,GS,,
17722-15532,SG,K.J.,,McDaniels,5.421738998,23,3500,GS@HOU,HOU,GS,,
17722-42689,PG,Tyler,,Ennis,4.027999878,25,3500,GS@HOU,HOU,GS,,
17722-23282,SF,Sam,,Dekker,14.3244439,45,3500,GS@HOU,HOU,GS,,
17722-74101,PG,Bobby,,Brown,1.045454545,11,3500,GS@HOU,HOU,GS,,
17722-9606,SF,Corey,,Brewer,9.2,45,3500,GS@HOU,HOU,GS,,
17722-15767,PF,Kyle,,Wiltjer,1.933333291,9,3500,GS@HOU,HOU,GS,,
17722-9446,PG,Jeff,,Teague,33.96341463,41,8000,IND@LAL,IND,LAL,,
17722-12341,SF,Paul,,George,35.46176327,34,7400,IND@LAL,IND,LAL,,
17722-58253,C,Myles,,Turner,30.9375,40,6700,IND@LAL,IND,LAL,,
17722-9666,PF,Thaddeus,,Young,23.97560976,41,5400,IND@LAL,IND,LAL,,
17722-9609,C,Al,,Jefferson,15.42439084,41,3700,IND@LAL,IND,LAL,,
17722-9725,SF,C.J.,,Miles,16.99428537,35,3600,IND@LAL,IND,LAL,,
17722-12335,PF,Kevin,,Seraphin,9.816666921,24,3500,IND@LAL,IND,LAL,,
17722-23156,SF,Georges,,Niang,2.017647014,17,3500,IND@LAL,IND,LAL,,
17722-14549,PF,Lavoy,,Allen,6.45,30,3500,IND@LAL,IND,LAL,,
17722-23800,SF,Glenn,,Robinson III,13.06410256,39,3500,IND@LAL,IND,LAL,,
17722-9526,SG,Monta,,Ellis,18.05151552,33,3500,IND@LAL,IND,LAL,,
17722-9534,PG,Aaron,,Brooks,11.1078949,38,3500,IND@LAL,IND,LAL,,
17722-16202,C,Rakeem,,Christmas,3.366666794,3,3500,IND@LAL,IND,LAL,,
17722-18828,SG,Joe,,Young,4.640000153,20,3500,IND@LAL,IND,LAL,,
17722-42669,PF,Julius,,Randle,29.19756038,41,6500,IND@LAL,LAL,IND,,
17722-58312,PG,D'Angelo,,Russell,26.64848559,33,6100,IND@LAL,LAL,IND,,
17722-9662,SG,Lou,,Williams,25.50869618,46,4900,IND@LAL,LAL,IND,,
17722-20640,PG,Jordan,,Clarkson,21.42608643,46,4300,IND@LAL,LAL,IND,,
17722-66048,SF,Brandon,,Ingram,16.70869512,46,4200,IND@LAL,LAL,IND,,
17722-9737,SG,Nick,,Young,19.14615416,39,3900,IND@LAL,LAL,IND,,
