X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,date
matchuplink,703704,7:30p,MiamiClevelandOptions,660FS-OH,207½ -110-11½ -110,45.4%54.6%,207½ -108-12 -113,207½ -110-12 -110,208½ -110-12½ -110,207½ -115-12 -105,208 -105-12 -105,208½ -110-12 -105,208 -110-12½ -105,208½ -110-12½ -110,207½ -110-12 -110,207½ -115-12 -105,2016-12-09
matchuplink,705706,7:30p,TorontoBostonOptions,630CSN-NE,207 -110-2 -110,60.1%39.9%,207½ -110-2½ -107,207½ -110-2½ -110,207½ -110-2½ -110,207½ -115-2½ -108,208 -105-2½ -105,207½ -110-2½ -110,208 -110-1 -115,207½ -110-2½ -110,208 -110-2½ -110,207½ -115-2½ -108,2016-12-09
matchuplink,707708,8:00p,AtlantaMilwaukeeOptions,FS-WI668-1,208 -110-3 -110,40.6%59.4%,205½ -105-3 -108,205½ -110-3 -110,205 -110-3 -115,205½ -110-3 -110,205½ -105-3½ -105,205 -110-3 -115,206 -115-3½ -105,205 -110-3 -115,205½ -110-3 -110,205½ -110-3 -110,2016-12-09
matchuplink,709710,8:00p,DetroitMinnesotaOptions,FS-N+668-2,-1½ -110205½ -110,54.9%45.1%,-3½ -102203 -109,-3½ -101203 -105,-3½ -105202½ -110,-3½ -110203 -110,-3½ -105203 -105,-3½ -105202½ -110,-3½ -115203 -115,-3½ -105202½ -110,-3½ -110203 -110,-3½ -110203 -110,2016-12-09
matchuplink,711712,8:00p,HoustonOklahoma CityOptions,ESPN206,223 -110-3 -110,52.4%47.6%,-1½ -103224 -106,-1½ -110224 -110,-1 -115224 -110,-2 -114224½ -110,-2 -105224½ -105,-1½ -105224 -110,-1½ -110225 -110,-1 -115224 -110,-1½ -110224½ -110,-2 -114224½ -110,2016-12-09
matchuplink,713714,8:30p,IndianaDallasOptions,FS-SW676,-4 -110201½ -110,57.6%42.4%,-3½ -103199½ -105,-3½ -110199½ -110,-3½ -110199 -110,-3½ -115199½ -110,-4 -105199½ -105,-3½ -110199 -110,-4 -115199 -115,-3½ -110199 -110,-3½ -115199½ -110,-3½ -115199½ -110,2016-12-09
matchuplink,715716,10:30p,New YorkSacramentoOptions,698CSN-CA,211 -110-4 -110,52.9%47.1%,210 -115-5½ -107,210 -110-5½ -110,210½ -110-5½ -115,210 -115-5½ -110,211 -105-5½ -105,210½ -110-5½ -110,211 -115-5½ -105,210½ -110-5½ -115,210 -110-5½ -110,210 -115-5½ -110,2016-12-09
matchuplink,717718,10:30p,PhoenixL.A. LakersOptions,ESPN206,220½ -110-4 -110,43.4%56.6%,221½ -106-1½ -104,221½ -110-1½ -110,222 -110-1 -110,221½ -110-1½ -105,222 -105-1½ -105,221½ -110-1 -110,222 -110-2 -115,222 -110-1 -110,221½ -110-1½ -110,221½ -110-1½ -105,2016-12-09
matchuplink,501502,7:00p,DenverWashingtonOptions,642CSN-DC,217½ -110-4 -110,0.0%0.0%,218½ -117-5½ -100,217½ -110-5½ -110,216½ -110-5½ -115,216½ -113-5½ -115,217 -105-5½ -105,216½ -110-5½ -115,219 -110-6 -105,216½ -110-5½ -115,218½ -110-5½ -110,216½ -113-5½ -115,2016-12-08
matchuplink,503504,7:00p,MinnesotaTorontoOptions,TNT245,214½ -110-8 -110,40.1%59.9%,213½ -108-9½ -102,213½ -110-9½ -110,214 -110-9½ -110,213½ -115-9½ -105,213½ -105-9 -105,214 -110-9½ -110,214 -115-9½ -115,214 -110-9½ -110,214 -110-9½ -110,213½ -115-9½ -105,2016-12-08
