"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"17699-15767","PF","Kyle","","Wiltjer","1.9333332909478083","9","3500","MIL@HOU","HOU","MIL","","","",""
"17699-66966","C","Stephen","","Zimmerman Jr.","4.037499904632568","8","3500","ORL@NO","ORL","NO","","","",""
"17699-9629","PF","David","","West","11.648780636671113","41","3500","OKC@GS","GS","OKC","","","",""
"17699-9643","PG","Shaun","","Livingston","10.75","40","3500","OKC@GS","GS","OKC","","","",""
"17699-9648","SF","Jeff","","Green","14.604762486049108","42","3500","ORL@NO","ORL","NO","","","",""
"17699-9649","PF","Nick","","Collison","3.6272728659889917","11","3500","OKC@GS","OKC","GS","","","",""
"17699-9654","SF","Vince","","Carter","16.294443766276043","36","3500","MEM@WAS","MEM","WAS","","","",""
"17699-48567","PG","Cameron","","Payne","9.566666920979818","6","3500","OKC@GS","OKC","GS","","","",""
"17699-9669","PF","Jason","","Smith","8.82368388928865","38","3500","MEM@WAS","WAS","MEM","","","",""
"17699-16331","C","Festus","","Ezeli","16.91304347826087","46","3500","POR@CHA","POR","CHA","O","Knee","",""
"17699-67026","SF","Jaylen","","Brown","8.592500305175781","40","3500","NY@BOS","BOS","NY","","","",""
"17699-16859","SF","Lance","","Thomas","8.43999989827474","30","3500","NY@BOS","NY","BOS","O","Head","",""
"17699-16348","SG","Darrun","","Hilliard","5.804000244140625","25","3500","ATL@DET","DET","ATL","","","",""
"17699-9693","PG","Beno","","Udrih","12.59629652235243","27","3500","ATL@DET","DET","ATL","","","",""
"17699-59358","PF","Domantas","","Sabonis","13.127906976744185","43","3500","OKC@GS","OKC","GS","","","",""
"17699-15843","PG","Trey","","Burke","7.711111280653212","36","3500","MEM@WAS","WAS","MEM","","","",""
"17699-17894","PF","Mike","","Muscala","15.572500610351563","40","3500","ATL@DET","ATL","DET","O","Ankle","",""
"17699-16368","SF","Mike","","Scott","7.899999830457899","9","3500","ATL@DET","ATL","DET","","","",""
"17699-42488","PF","Arinze","","Onuaku","1.774999976158142","8","3500","ORL@NO","ORL","NO","","","",""
