gid,name,espn_id,espn_name,team,gp,gs,min,fg,fga,3p,3pa,ft,fta,orb,drb,rb,ast,stl,blk,to,pf,dq,+/-,dd,td,fanduel pts,draftkings pts,draftday pts,yahoo pts,fanduel position,fanduel salary,draftkings position,draftkings salary,draftday position,draftday salary,yahoo position,yahoo salary,team pts,oppt pts,total pts
4984,"McClellan, Sheldon",0,"McClellan, Sheldon",was,1,0,13.3,1,1,0,0,0,0,0,3,3,0,0,0,0,2,0,-14,0,0,5.6,5.75,5.75,5.6,2,3500,2,3600,2,5000,2,10,91,98,189
4657,"McCollum, C.J.",2490149,"McCollum, C.J.",por,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8700,12,7800,12,15950,2,39,0,0,0
4831,"McConnell, T.J.",0,"McConnell, T.J.",phi,1,1,34.06666667,4,6,0,0,0,0,2,4,6,7,2,0,2,1,0,2,0,0,27.7,29,28.5,27.7,1,5400,1,5500,1,6450,1,14,98,97,195
4675,"McDaniels, K.J.",2566741,"McDaniels, K.J.",hou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3500,3,3000,3,5000,3,10,77,95,172
4832,"McRae, Jordan",0,"McRae, Jordan",cle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3600,2,3400,12,5000,2,10,0,0,0
4183,"Meeks, Jodie",4003,"Meeks, Jodie",orl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3600,2,3100,2,5000,2,10,0,0,0
4824,"Mickey, Jordan",0,"Mickey, Jordan",bos,1,1,13.98333333,1,1,0,0,2,3,1,1,2,1,0,1,2,0,0,-6,0,0,7.9,9,8.75,7.9,4,3500,4,3000,4,5000,4,10,98,91,189
4453,"Morris, Markieff",6461,"Morris, Markieff",was,1,1,31.11666667,6,18,1,4,1,2,2,6,8,4,2,0,1,1,0,-3,0,0,32.6,34,31.25,33.1,4,5100,34,5600,34,11350,4,18,91,98,189
4115,"Morrow, Anthony",3474,"Morrow, Anthony",okc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3500,2,3000,23,5000,2,10,75,71,146
4594,"Muhammad, Shabazz",2993875,"Muhammad, Shabazz",min,1,0,29.13333333,4,7,0,1,2,2,1,3,4,1,0,0,0,1,0,17,0,0,16.3,16.5,15.75,16.3,3,3500,23,3800,23,5000,2,10,95,77,172
4861,"N'dour, Maurice",0,"N'dour, Maurice",nyk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3500,4,3000,34,5000,3,10,97,98,195
4694,"Napier, Shabazz",2530780,"Napier, Shabazz",por,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500,1,3000,1,5000,1,10,0,0,0
4531,"Nicholson, Andrew",6614,"Nicholson, Andrew",was,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3500,5,3000,4,5000,5,10,91,98,189
4013,"Noah, Joakim",3224,"Noah, Joakim",nyk,1,1,19.96666667,3,6,0,0,1,1,3,3,6,0,2,1,0,4,0,-9,0,0,20.2,20.5,19.75,20.2,5,4800,5,4700,45,11050,5,15,97,98,195
4652,"Noel, Nerlens",2991280,"Noel, Nerlens",phi,1,0,21.1,5,8,0,0,3,4,4,4,8,1,2,0,2,1,0,-8,0,0,26.1,27.5,26.5,26.1,4,4600,5,4200,45,7850,5,14,98,97,195
4529,"O'Quinn, Kyle",6615,"O'Quinn, Kyle",nyk,1,0,24.18333333,5,6,0,1,0,0,3,12,15,3,2,2,2,4,0,10,1,0,38.5,41.75,42,38.5,5,3900,45,3400,45,8850,4,10,97,98,195
4973,"Ochefu, Daniel",0,"Ochefu, Daniel",was,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3500,5,3000,5,5000,5,10,91,98,189
4836,"Okafor, Jahlil",0,"Okafor, Jahlil",phi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4400,5,4300,5,9950,5,14,98,97,195
