GID,"Last, First",First  Last,Date,Team,Opp,H/A,GameID,GTime(ET),Team pts,Opp pts,Start,Minutes,GP,active,FDP,DKP,DDP,YHP,Stats,DoubleD,TripleD,FD Sal,FD Change,DK Sal,DK Change,DD Sal,DD Change,YH Sal,YH Change,FD pos,DK pos,DD pos,YH pos,multiplier
4224,"Harden, James",James Harden,20170105,hou,okc,H,20170105-okc-hou,20,118,116,1,38.08333333,1,1,51.6,57.5,56,52.6,26pt 8rb 12as 1st 1bl 6to 2trey 6-16fg 12-14ft,1,0,12000,700,12100,-300,25000,0,61,1,2,12,12,2,4.3
4224,"Harden, James",James Harden,20161221,hou,pho,A,20161221-hou-pho,21,125,111,1,34.76666667,1,1,54,59.25,59.25,56.5,27pt 5rb 14as 1st 2to 5trey 8-18fg 6-8ft,1,0,12000,1000,12000,900,23250,0,58,0,2,12,12,2,4.5
4224,"Harden, James",James Harden,20170106,hou,orl,A,20170106-hou-orl,19,100,93,1,34.15,1,1,33.4,38.25,35.75,33.4,14pt 7rb 10as 1st 6to 5-15fg 4-6ft,1,0,11800,-200,12200,100,25000,0,61,0,2,12,12,2,2.830508475
4224,"Harden, James",James Harden,20161217,hou,min,A,20161217-hou-min,20,111,109,1,42.9,1,1,57.3,64.25,62.75,58.8,28pt 9rb 13as 1st 2bl 7to 3trey 8-20fg 9-11ft,1,0,11800,0,11600,-400,25000,0,57,0,2,12,12,2,4.855932203
4224,"Harden, James",James Harden,20161216,hou,nor,H,20161216-nor-hou,20,122,100,1,33.83333333,1,1,57.7,67.75,67.75,60.7,29pt 11rb 13as 4to 6trey 7-15fg 9-11ft,1,1,11800,100,12000,0,25000,0,57,0,2,12,12,2,4.889830508
4224,"Harden, James",James Harden,20161107,hou,was,A,20161107-hou-was,19,114,106,1,39.8,1,1,53.7,61,60.5,55.2,32pt 6rb 15as 8to 3trey 9-19fg 11-11ft,1,0,11800,100,11700,100,25000,800,55,0,2,12,12,1,4.550847458
4224,"Harden, James",James Harden,20170110,hou,cha,H,20170110-cha-hou,20,,,,,,,,,,,,,,11700,200,12100,400,23750,550,61,0,2,12,12,2,0
4224,"Harden, James",James Harden,20161214,hou,sac,H,20161214-sac-hou,20,132,98,1,29.86666667,1,1,46.2,55.25,55.5,47.7,15pt 11rb 14as 1st 5to 3trey 4-7fg 4-4ft,1,1,11700,300,12000,600,25000,0,57,0,2,12,12,2,3.948717949
4224,"Harden, James",James Harden,20161207,hou,lal,H,20161207-lal-hou,20,134,95,1,29.78333333,1,1,48.2,52.5,52.75,50.2,25pt 6rb 8as 4st 4to 4trey 8-14fg 5-6ft,0,0,11700,300,11400,-400,25000,2200,56,0,2,12,12,2,4.11965812
4224,"Harden, James",James Harden,20161125,hou,sac,A,20161125-hou-sac,22.5,117,104,1,39.98333333,1,1,45,54,52,46.5,23pt 10rb 10as 5to 3trey 6-18fg 8-8ft,1,1,11700,100,11700,0,25000,1650,56,0,2,12,12,2,3.846153846
4224,"Harden, James",James Harden,20161121,hou,det,A,20161121-hou-det,19.5,99,96,1,37.63333333,1,1,50.1,56,53.5,51.1,28pt 8rb 11as 1bl 6to 2trey 6-17fg 14-19ft,1,0,11700,0,11900,200,24900,1500,56,0,2,12,12,2,4.282051282
4224,"Harden, James",James Harden,20161119,hou,uta,H,20161119-uta-hou,17,111,102,1,34.91666667,1,1,53.6,57.25,55.75,55.6,31pt 3rb 10as 2bl 4trey 10-24fg 7-9ft,1,0,11700,0,11700,-700,23400,-1600,56,0,2,12,12,2,4.581196581
4224,"Harden, James",James Harden,20161117,hou,por,H,20161117-por-hou,20,126,109,1,31.61666667,1,1,63.4,72,70,64.9,26pt 12rb 14as 3st 4to 3trey 7-17fg 9-11ft,1,1,11700,200,12400,200,25000,0,56,1,2,12,12,1,5.418803419
4224,"Harden, James",James Harden,20161114,hou,phi,H,20161114-phi-hou,20,115,88,1,33.01666667,1,1,53.9,58.75,58.75,55.9,33pt 7rb 9as 1st 1bl 5to 4trey 12-20fg 5-5ft,0,0,11700,200,12000,700,25000,1150,55,0,2,12,12,1,4.606837607
4224,"Harden, James",James Harden,20161105,hou,atl,A,20161105-hou-atl,19.5,97,112,1,36.91666667,1,1,58.8,65.75,65.75,60.8,30pt 9rb 12as 3st 6to 4trey 10-19fg 6-7ft,1,0,11700,500,11600,400,24200,-650,55,1,2,12,12,1,5.025641026
4224,"Harden, James",James Harden,20161226,hou,pho,H,20161226-pho-hou,20,131,115,1,30.1,1,1,49,55.25,53.75,50,32pt 5rb 12as 7to 2trey 9-18fg 12-15ft,1,0,11600,200,11900,700,25000,550,59,1,2,12,12,2,4.224137931
4224,"Harden, James",James Harden,20161123,hou,tor,H,20161123-tor-hou,20,102,115,1,40.53333333,1,1,50.7,60,60.5,52.2,29pt 6rb 15as 2st 12to 3trey 7-13fg 12-12ft,1,0,11600,-100,11700,-200,23350,-1550,56,0,2,12,12,2,4.370689655
4490,"Middleton, Khris",Khris Middleton,20170108,mil,was,H,20170108-was-mil,14,101,107,0,0,0,0,0,0,0,0,,0,0,,,3000,0,5250,250,10,0,,2,23,2,#DIV/0!
4224,"Harden, James",James Harden,20161210,hou,dal,H,20161210-dal-hou,20,109,87,1,39.91666667,1,1,52.8,57.75,56.75,53.8,18pt 9rb 16as 2st 4to 2trey 4-12fg 8-10ft,1,0,11500,0,11300,-200,25000,0,57,1,2,12,12,2,4.591304348
4224,"Harden, James",James Harden,20161209,hou,okc,A,20161209-hou-okc,20,102,99,1,36.75,1,1,45.8,52.75,49.75,46.8,21pt 9rb 12as 2st 8to 2trey 6-23fg 7-8ft,1,0,11500,-200,11500,100,25000,0,56,0,2,12,12,2,3.982608696
4224,"Harden, James",James Harden,20161202,hou,den,A,20161202-hou-den,22.5,128,110,1,33.25,1,1,36.7,40,37.75,37.2,20pt 6rb 7as 1st 1bl 5to 1trey 6-16fg 7-8ft,0,0,11500,200,11900,-100,25000,0,56,0,2,12,12,2,3.191304348
4224,"Harden, James",James Harden,20161129,hou,uta,A,20161129-hou-uta,21,101,120,1,35.13333333,1,1,44.5,46.75,43.5,45.5,26pt 5rb 7as 2st 2to 2trey 8-23fg 8-10ft,0,0,11500,100,11300,-200,23350,-1650,56,0,2,12,12,2,3.869565217
4224,"Harden, James",James Harden,20161116,hou,okc,A,20161116-hou-okc,20,103,105,1,36.73333333,1,1,40.9,46.25,43.5,41.4,13pt 7rb 13as 3st 6to 1trey 4-16fg 4-7ft,1,0,11500,-200,12200,200,25000,0,55,0,2,12,12,1,3.556521739
4224,"Harden, James",James Harden,20161112,hou,sas,H,20161112-sas-hou,20,100,106,1,38.93333333,1,1,50.7,60.25,57.5,51.7,25pt 11rb 13as 7to 2trey 7-18fg 9-11ft,1,1,11500,400,11300,-200,23850,150,55,0,2,12,12,1,4.408695652
4224,"Harden, James",James Harden,20161227,hou,dal,A,20161227-hou-dal,20.5,123,107,1,29.95,1,1,52.5,59.25,60,54.5,34pt 5rb 11as 1bl 6to 4trey 9-16fg 12-12ft,1,0,11400,-200,11400,-500,25000,0,59,0,2,12,12,2,4.605263158
4224,"Harden, James",James Harden,20161223,hou,mem,A,20161223-hou-mem,20,109,115,1,36.18333333,1,1,42.9,50.25,49.75,43.9,16pt 7rb 17as 1st 9to 2trey 6-13fg 2-3ft,1,0,11400,-600,11200,-800,24450,1200,58,0,2,12,12,2,3.763157895
4224,"Harden, James",James Harden,20161212,hou,bkn,H,20161212-bkn-hou,20,122,118,1,38.5,1,1,62.1,68,65.75,64.1,36pt 8rb 11as 2st 4to 4trey 12-27fg 8-12ft,1,0,11400,-100,11400,100,25000,0,57,0,2,12,12,2,5.447368421
4224,"Harden, James",James Harden,20161205,hou,bos,H,20161205-bos-hou,20,107,106,1,35.31666667,1,1,54.6,61.5,61.5,56.1,37pt 8rb 8as 3st 10to 3trey 8-14fg 18-18ft,0,0,11400,-100,11800,-100,22800,-2200,56,0,2,12,12,2,4.789473684
4224,"Harden, James",James Harden,20161127,hou,por,A,20161127-hou-por,21,130,114,1,34.48333333,1,1,56.4,63,62.75,58.9,38pt 2rb 10as 2st 1bl 5to 5trey 11-22fg 11-13ft,1,0,11400,-300,11500,-200,25000,0,56,0,2,12,12,2,4.947368421
4224,"Harden, James",James Harden,20170102,hou,was,H,20170102-was-hou,20,101,91,1,42.06666667,1,1,50,59,54.75,51,23pt 10rb 10as 3st 6to 2trey 6-24fg 9-10ft,1,1,11300,0,12400,500,25000,1350,60,0,2,12,12,2,4.424778761
4224,"Harden, James",James Harden,20161231,hou,nyk,H,20161231-nyk-hou,20,129,122,1,42.08333333,1,1,89.7,103.5,104,94.2,53pt 16rb 17as 8to 9trey 14-26fg 16-18ft,1,1,11300,200,11900,200,23650,0,60,0,2,12,12,2,7.938053097
4224,"Harden, James",James Harden,20161201,hou,gsw,A,20161201-hou-gsw,22.5,132,127,1,45.8,1,1,65.5,75.25,71.25,66.5,29pt 15rb 13as 2st 1bl 7to 2trey 8-23fg 11-14ft,1,1,11300,-200,12000,700,25000,1650,56,0,2,12,12,2,5.796460177
4224,"Harden, James",James Harden,20161028,hou,dal,A,20161028-hou-dal,20.5,106,98,1,35.85,1,1,44.4,48.75,48.25,46.4,26pt 7rb 8as 1st 4to 4trey 9-18fg 4-5ft,0,0,11300,100,11300,400,22050,-2400,54,1,2,12,12,1,3.92920354
4224,"Harden, James",James Harden,20161102,hou,nyk,A,20161102-hou-nyk,19.5,118,99,1,33.93333333,1,1,60.7,66.5,67.5,63.2,30pt 6rb 15as 2st 3to 5trey 9-16fg 7-8ft,1,0,11200,0,11200,-100,24850,0,54,0,2,12,12,1,5.419642857
4224,"Harden, James",James Harden,20161101,hou,cle,A,20161101-hou-cle,18,120,128,1,38.16666667,1,1,72.9,77.75,78,75.4,41pt 7rb 15as 1st 1to 5trey 13-20fg 10-14ft,1,0,11200,0,,,24850,300,54,0,2,,12,1,6.508928571
4224,"Harden, James",James Harden,20161030,hou,dal,H,20161030-dal-hou,20,93,92,1,38.61666667,1,1,40.9,46.75,43.75,42.4,28pt 7rb 7as 1st 8to 3trey 8-23fg 9-12ft,0,0,11200,-100,11300,0,24550,2500,54,0,2,12,12,1,3.651785714
4224,"Harden, James",James Harden,20161026,hou,lal,A,20161026-hou-lal,22.5,114,120,1,37.18333333,1,1,64.1,70,68.25,64.6,34pt 8rb 17as 1st 7to 1trey 9-19fg 15-16ft,1,0,11200,,10900,,24450,,53,,2,12,12,2,5.723214286
4224,"Harden, James",James Harden,20161230,hou,lac,H,20161230-lac-hou,20,140,116,1,33.65,1,1,66.6,75.75,74.75,67.6,30pt 13rb 10as 5st 1bl 6to 2trey 10-15fg 8-9ft,1,1,11100,-300,11700,300,23650,-1350,60,1,2,12,12,2,6
4482,"Davis, Anthony",Anthony Davis,20161202,nor,lac,H,20161202-lac-nor,20,96,114,1,32.05,1,1,36.2,37.5,35,36.2,21pt 6rb 4as 1st 1bl 2to 8-17fg 5-6ft,0,0,12300,300,11700,100,21900,-1150,56,0,4,45,45,4,2.943089431
4482,"Davis, Anthony",Anthony Davis,20161211,nor,pho,A,20161211-nor-pho,20.5,120,119,1,44.18333333,1,1,37.4,41,38.25,37.4,14pt 12rb 4as 1st 2bl 3to 4-17fg 6-6ft,1,0,12200,300,11200,-300,22450,-100,57,1,4,45,45,4,3.06557377
4482,"Davis, Anthony",Anthony Davis,20161208,nor,phi,H,20161208-phi-nor,20,88,99,1,40.55,1,1,43.2,46.75,43.5,43.2,26pt 11rb 2as 2bl 3to 8-21fg 10-12ft,1,0,12100,200,11800,800,25000,4650,56,0,4,45,45,4,3.570247934
4482,"Davis, Anthony",Anthony Davis,20161215,nor,ind,H,20161215-ind-nor,20,102,95,1,39.11666667,1,1,60.2,65.5,62.75,61.2,35pt 16rb 5bl 4to 2trey 11-24fg 11-15ft,1,0,12000,100,11500,200,22150,-850,57,0,4,45,45,4,5.016666667
4482,"Davis, Anthony",Anthony Davis,20161129,nor,lal,H,20161129-lal-nor,20,105,88,1,41.3,1,1,75.7,79,76.25,76.2,41pt 16rb 3as 4st 2bl 1to 1trey 14-27fg 12-14ft,1,0,12000,100,11600,300,23050,1050,56,1,4,45,45,4,6.308333333
4482,"Davis, Anthony",Anthony Davis,20161213,nor,gsw,H,20161213-gsw-nor,20,109,113,1,36.2,1,1,50.1,54,53.25,50.6,28pt 8rb 3as 2st 5bl 6to 1trey 10-14fg 7-8ft,0,0,11900,-300,11300,100,23000,550,57,0,4,45,45,4,4.210084034
4482,"Davis, Anthony",Anthony Davis,20161210,nor,lac,A,20161210-nor-lac,22.5,105,133,0,0,0,1,0,0,0,0,,0,0,11900,-200,11500,-300,22550,-2450,56,0,4,45,45,4,0
4482,"Davis, Anthony",Anthony Davis,20161205,nor,mem,H,20161205-mem-nor,20,108,110,1,48.48333333,1,1,58.9,62.25,59,59.4,28pt 17rb 1as 1st 4bl 1to 1trey 10-27fg 7-7ft,1,0,11900,0,11000,-200,20350,-100,56,0,4,45,45,4,4.949579832
4482,"Davis, Anthony",Anthony Davis,20161204,nor,okc,A,20161204-nor-okc,19,92,101,1,43.35,1,1,67,70.75,66.25,67,37pt 15rb 2as 2st 4bl 3to 14-32fg 9-11ft,1,0,11900,-400,11200,-500,20450,-1450,56,0,4,45,45,4,5.630252101
4482,"Davis, Anthony",Anthony Davis,20161127,nor,dal,A,20161127-nor-dal,19,81,91,1,40.25,1,1,60.1,63.25,60.75,60.1,36pt 13rb 3as 2st 1bl 2to 12-22fg 12-14ft,1,0,11900,300,11300,600,22000,-600,55,0,4,45,45,4,5.050420168
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161214,sac,hou,A,20161214-sac-hou,20,98,132,0,0,0,1,0,0,0,0,,0,0,11500,500,11600,700,21400,-1350,53,1,5,45,45,4,0
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161223,sac,min,A,20161223-sac-min,20,109,105,1,36.63333333,1,1,57.9,62.25,60.5,59.4,32pt 7rb 7as 4st 2bl 5to 3trey 13-24fg 3-5ft,0,0,11300,500,10400,500,20900,-1550,54,1,5,45,45,4,5.123893805
4274,"Cousins, DeMarcus",DeMarcus Cousins,20170104,sac,mia,H,20170104-mia-sac,22.5,102,107,1,31.68333333,1,1,29.2,30,26.5,29.2,13pt 6rb 4as 2st 1to 4-15fg 5-8ft,0,0,11200,0,11500,100,21000,0,55,0,5,45,45,4,2.607142857
4274,"Cousins, DeMarcus",DeMarcus Cousins,20170103,sac,den,A,20170103-sac-den,21,120,113,1,34.25,1,1,49.2,51,48.75,50.7,31pt 6rb 6as 1bl 3trey 10-25fg 8-8ft,0,0,11200,0,11400,300,21000,850,55,0,5,45,45,4,4.392857143
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161231,sac,mem,H,20161231-mem-sac,17,98,112,1,38.05,1,1,47.8,50.5,47.5,47.8,26pt 4rb 8as 5st 5to 7-18fg 12-13ft,0,0,11200,200,11100,-300,20150,-2450,55,1,5,45,45,4,4.267857143
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161226,sac,phi,H,20161226-phi-sac,22.5,102,100,1,34.26666667,1,1,50.9,54.75,53,51.9,30pt 7rb 5as 3st 2bl 5to 2trey 10-20fg 8-9ft,0,0,11200,-100,10900,500,23950,3050,54,0,5,45,45,4,4.544642857
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161220,sac,por,H,20161220-por-sac,22.5,126,121,1,40.58333333,1,1,75.1,82.25,82.25,77.6,55pt 13rb 1as 1st 3bl 5to 5trey 17-28fg 16-17ft,1,0,11200,0,11200,300,22500,600,53,0,5,45,45,4,6.705357143
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161218,sac,dal,A,20161218-sac-dal,16,79,99,1,34.85,1,1,40.2,42.5,39.75,41.2,33pt 6rb 1bl 2to 2trey 12-24fg 7-10ft,0,0,11200,200,10900,0,21900,1900,53,0,5,45,45,4,3.589285714
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161210,sac,uta,A,20161210-sac-uta,21,84,104,1,33.91666667,1,1,35,39,35.75,35.5,16pt 10rb 4as 1st 1bl 3to 1trey 7-22fg 1-3ft,1,0,11200,0,10300,-600,21200,50,52,1,5,45,45,4,3.125
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161209,sac,nyk,H,20161209-nyk-sac,22.5,100,103,1,36.4,1,1,56.4,60,56,56.4,28pt 12rb 6as 3st 1bl 3to 9-25fg 10-12ft,1,0,11200,100,10900,-100,21150,100,51,0,5,45,45,4,5.035714286
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161207,sac,dal,A,20161207-sac-dal,20.5,120,89,1,32.55,1,1,55.3,59.5,59.25,56.3,24pt 14rb 7as 3bl 2to 2trey 10-16fg 2-3ft,1,0,11100,200,11000,100,21050,600,51,0,5,45,45,4,4.981981982
4274,"Cousins, DeMarcus",DeMarcus Cousins,20170106,sac,lac,H,20170106-lac-sac,22.5,98,106,1,35.58333333,1,1,54.7,60.25,59.25,56.2,25pt 11rb 7as 3st 2bl 4to 3trey 9-19fg 4-6ft,1,0,11000,-200,10900,-600,21500,500,56,1,5,45,45,4,4.972727273
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161228,sac,por,A,20161228-sac-por,22,89,102,1,35.36666667,1,1,50.6,53.5,52,52.1,28pt 8rb 6as 2st 1bl 2to 3trey 8-19fg 9-10ft,0,0,11000,-200,11400,500,22600,-1350,54,0,5,45,45,4,4.6
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161216,sac,mem,A,20161216-sac-mem,20,96,92,1,35.36666667,1,1,34.3,35.75,32.5,34.3,22pt 9rb 1as 1bl 2to 7-20fg 8-8ft,0,0,11000,-500,10900,-700,20000,-1400,53,0,5,45,45,4,3.118181818
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161212,sac,lal,H,20161212-lal-sac,22.5,116,92,1,34.83333333,1,1,59.7,67,65.75,60.7,31pt 16rb 5as 2st 3bl 8to 2trey 12-21fg 5-7ft,1,0,11000,-200,10900,600,22750,1550,52,0,5,45,45,4,5.427272727
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161204,sac,nyk,A,20161204-sac-nyk,19.5,98,106,1,43.41666667,1,1,62.4,67.5,64.25,64.4,36pt 12rb 4as 1st 3bl 2to 4trey 9-30fg 14-16ft,1,0,10900,0,10900,200,20450,-450,51,1,5,45,45,4,5.724770642
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161202,sac,bos,A,20161202-sac-bos,19.5,92,97,1,33.93333333,1,1,51.3,53.75,50.25,52.3,28pt 9rb 3as 1st 4bl 2to 2trey 10-26fg 6-8ft,0,0,10900,900,10700,600,20900,-250,50,0,5,45,45,4,4.706422018
4076,"Bayless, Jerryd",Jerryd Bayless,20170108,phi,bkn,A,20170108-phi-bkn,12,105,95,0,0,0,1,0,0,0,0,,0,0,,,3000,0,9050,1150,18,0,,1,12,2,#DIV/0!
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161221,sac,uta,A,20161221-sac-uta,21,94,93,1,31.4,1,1,34.1,36.5,33,34.6,21pt 8rb 3as 1bl 3to 1trey 5-18fg 10-13ft,0,0,10800,-400,9900,-1300,22450,-50,53,0,5,45,45,4,3.157407407
4274,"Cousins, DeMarcus",DeMarcus Cousins,20170110,sac,det,H,20170110-det-sac,22.5,,,,,,,,,,,,,,10700,-100,10100,-700,20950,-1000,56,0,5,45,45,4,0
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161127,sac,bkn,A,20161127-sac-bkn,18,122,105,1,35.75,1,1,62.2,66.75,66,64.2,37pt 11rb 2as 4st 1bl 1to 4trey 13-24fg 7-9ft,1,0,10400,100,10100,200,21100,850,50,0,5,45,45,5,5.980769231
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161125,sac,hou,H,20161125-hou-sac,22.5,104,117,1,30.43333333,1,1,50.3,55.25,54.75,52.8,32pt 9rb 1as 5bl 4to 5trey 12-22fg 3-5ft,0,0,10300,300,9900,0,20250,1400,50,0,5,45,45,5,4.883495146
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161120,sac,tor,H,20161120-tor-sac,21,102,99,1,30.36666667,1,1,35,39.5,37.5,36.5,19pt 10rb 4as 2to 3trey 7-22fg 2-3ft,1,0,10200,400,10400,1100,19300,-550,50,-2,5,45,45,4,3.431372549
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161128,sac,was,A,20161128-sac-was,19,95,101,1,40.01666667,1,1,67,72.5,67.25,67.5,36pt 20rb 4as 2st 1bl 5to 1trey 16-34fg 3-10ft,1,0,10000,-400,10100,0,21150,50,50,0,5,45,45,5,6.7
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161123,sac,okc,H,20161123-okc-sac,22.5,116,101,1,34.56666667,1,1,52.6,57.25,55.5,54.1,36pt 13rb 2as 2to 3trey 14-28fg 5-6ft,1,0,10000,-200,9900,-500,18850,-450,50,0,5,45,45,4,5.26
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161026,sac,pho,A,20161026-sac-pho,22,113,94,1,24.66666667,1,1,33.2,35,33,33.2,24pt 6rb 2as 1st 3to 6-10fg 12-16ft,0,0,10000,,10600,,20500,,51,,5,45,45,4,3.32
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161101,sac,mia,A,20161101-sac-mia,19.5,96,108,1,35,1,1,42.4,44.75,41.75,42.4,30pt 7rb 4as 1bl 4to 8-16fg 14-18ft,0,0,9900,0,10400,-400,21000,0,53,1,5,45,45,4,4.282828283
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161031,sac,atl,A,20161031-sac-atl,19.5,95,106,1,31.71666667,1,1,27.9,32.5,30.5,28.4,14pt 12rb 1as 1bl 4to 1trey 6-16fg 1-3ft,1,0,9900,100,10800,200,21000,950,52,0,5,45,45,4,2.818181818
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161118,sac,lac,H,20161118-lac-sac,22.5,115,121,1,36.73333333,1,1,68.1,73.25,70,69.1,38pt 13rb 7as 3st 1bl 4to 2trey 12-29fg 12-14ft,1,0,9800,200,9300,400,19850,1900,52,0,5,45,45,4,6.948979592
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161029,sac,min,H,20161029-min-sac,22.5,106,103,1,32.51666667,1,1,42.4,44.25,41.75,42.4,29pt 7rb 4as 1st 3to 9-16fg 11-14ft,0,0,9800,0,10600,300,20050,-450,52,0,5,45,45,4,4.326530612
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161027,sac,sas,H,20161027-sas-sac,22.5,94,102,1,37.21666667,1,1,58.2,63.5,62,59.7,37pt 16rb 2as 1st 3to 3trey 10-22fg 14-16ft,1,0,9800,-200,10300,-300,20500,0,52,1,5,45,45,4,5.93877551
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161106,sac,tor,A,20161106-sac-tor,18,96,91,1,35.75,1,1,52.8,55,51.25,52.8,22pt 14rb 4as 1st 3bl 7-21fg 8-11ft,1,0,9700,0,10100,-100,20350,100,51,0,5,45,45,4,5.443298969
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161105,sac,mil,A,20161105-sac-mil,20,91,117,1,27.55,1,1,23.8,25,23,23.8,15pt 4rb 1st 2bl 2to 5-12fg 5-6ft,0,0,9700,100,10200,-400,20250,-400,51,-2,5,45,45,4,2.453608247
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161116,sac,sas,H,20161116-sas-sac,22.5,105,110,1,36.53333333,1,1,54.4,58.75,56.75,54.9,26pt 17rb 6as 1st 3to 1trey 7-16fg 11-14ft,1,0,9600,100,8900,-1100,17950,-3200,52,-1,5,45,45,4,5.666666667
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161103,sac,orl,A,20161103-sac-orl,19,94,102,1,36.31666667,1,1,51.4,53.25,51.5,51.9,33pt 7rb 4as 2st 1bl 2to 1trey 12-20fg 8-9ft,0,0,9600,-300,10600,200,20650,-350,53,0,5,45,45,4,5.354166667
4324,"Whiteside, Hassan",Hassan Whiteside,20161223,mia,nor,A,20161223-mia-nor,20,87,91,1,35.68333333,1,1,37.6,40.5,38.5,37.6,10pt 18rb 2as 2bl 1to 4-10fg 2-6ft,1,0,9600,300,8900,-300,18300,0,45,0,5,5,5,5,3.916666667
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161111,sac,por,A,20161111-sac-por,22,120,122,1,38.51666667,1,1,51.3,54.75,53,52.8,33pt 9rb 3as 1st 2bl 3to 3trey 12-22fg 6-9ft,0,0,9500,0,10000,-300,21150,0,53,1,5,45,45,4,5.4
4274,"Cousins, DeMarcus",DeMarcus Cousins,20161110,sac,lal,H,20161110-lal-sac,22.5,91,101,1,35.95,1,1,44.8,48.75,45.75,46.3,28pt 9rb 4as 2st 4to 3trey 10-25fg 5-8ft,0,0,9500,0,10300,-100,21150,-300,52,0,5,45,45,4,4.715789474
4224,"Harden, James",James Harden,20161109,hou,sas,A,20161109-hou-sas,21.5,101,99,1,40.83333333,1,1,54.9,64.5,61.5,55.4,24pt 12rb 15as 1st 8to 1trey 9-19fg 5-7ft,1,1,11100,-700,11500,-200,23700,-1300,55,0,2,12,12,1,4.945945946
4224,"Harden, James",James Harden,20161220,hou,sas,H,20161220-sas-hou,20,100,102,1,36.8,1,1,50.5,54.5,51.5,51,31pt 10rb 7as 3to 1trey 10-26fg 10-10ft,1,0,11000,-800,11100,-500,23250,-1750,58,1,2,12,12,2,4.590909091
4621,"Antetokounmpo, Giannis",Giannis Antetokounmpo,20170106,mil,nyk,H,20170106-nyk-mil,20,111,116,1,38.16666667,1,1,44.2,48,45.75,45.2,25pt 6rb 2as 2st 5bl 5to 2trey 9-21fg 5-6ft,0,0,10700,200,10700,300,20250,0,53,1,2,1,3,1,4.130841121
4621,"Antetokounmpo, Giannis",Giannis Antetokounmpo,20161226,mil,was,A,20161226-mil-was,19,102,107,1,38.13333333,1,1,46.9,50,48.5,46.9,22pt 12rb 7as 1bl 2to 7-12fg 8-11ft,1,0,10600,200,10300,400,21200,0,51,1,2,1,3,1,4.424528302
4621,"Antetokounmpo, Giannis",Giannis Antetokounmpo,20170104,mil,nyk,A,20170104-mil-nyk,19.5,105,104,1,38.55,1,1,53.6,57.75,56.5,54.1,27pt 13rb 4as 1st 3bl 3to 1trey 10-18fg 6-7ft,1,0,10500,300,10400,0,20250,-50,52,0,2,1,3,1,5.104761905
4621,"Antetokounmpo, Giannis",Giannis Antetokounmpo,20161231,mil,chi,A,20161231-mil-chi,19,116,96,1,40.56666667,1,1,70.3,73.25,71.5,70.8,35pt 9rb 7as 2st 7bl 4to 1trey 13-19fg 8-11ft,0,0,10500,200,9800,100,21300,-50,52,0,2,1,3,1,6.695238095
4621,"Antetokounmpo, Giannis",Giannis Antetokounmpo,20161223,mil,was,H,20161223-was-mil,20,123,96,1,32.7,1,1,62.6,63.5,61.25,62.6,39pt 8rb 6as 2st 1bl 1to 12-19fg 15-17ft,0,0,10400,200,9900,200,21200,1850,50,1,2,1,3,1,6.019230769
4621,"Antetokounmpo, Giannis",Giannis Antetokounmpo,20161203,mil,bkn,H,20161203-bkn-mil,17,112,103,1,34.75,1,1,48,52,51.25,48.5,16pt 10rb 6as 2st 5bl 3to 1trey 5-9fg 5-8ft,1,0,10400,100,10400,500,20800,150,49,-2,2,1,3,1,4.615384615
4621,"Antetokounmpo, Giannis",Giannis Antetokounmpo,20161230,mil,min,A,20161230-mil-min,20,99,116,1,32,1,1,41.9,43.75,42.75,41.9,25pt 7rb 5as 1st 1bl 3to 11-14fg 3-4ft,0,0,10300,0,9700,-300,21350,2000,52,1,2,1,3,1,4.067961165
