Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
17689-58247,PG,Isaiah,,Whitehead,14.37812519,32,3500,TOR@BKN,BKN,TOR,,
17689-12424,C,Timofey,,Mozgov,15.19772755,44,3500,DEN@LAL,LAL,DEN,,
17689-58505,C,Chinanu,,Onuaku,6.550000191,2,3500,HOU@MIA,HOU,MIA,,
17689-9613,PG,Devin,,Harris,10.04999987,24,3500,DAL@CHI,DAL,CHI,,
17689-15767,PF,Kyle,,Wiltjer,1.933333291,9,3500,HOU@MIA,HOU,MIA,,
17689-14500,PF,Derrick,,Williams,11.71304321,23,3500,HOU@MIA,MIA,HOU,,
17689-23716,SF,Kyle,,Anderson,8.428571429,35,3500,MIN@SA,SA,MIN,,
17689-23717,SF,Shabazz,,Muhammad,11.41351318,37,3500,MIN@SA,MIN,SA,,
17689-9638,PF,David,,Lee,15.13846216,39,3500,MIN@SA,SA,MIN,,
17689-70822,PF,Juancho,,Hernangomez,7.633333559,27,3500,DEN@LAL,DEN,LAL,,
17689-70827,C,Ivica,,Zubac,6.209999847,10,3500,DEN@LAL,LAL,DEN,,
17689-15532,SG,K.J.,,McDaniels,5.577272589,22,3500,HOU@MIA,HOU,MIA,,
17689-42156,PF,Bobby,,Portis,9.125,28,3500,DAL@CHI,CHI,DAL,,
17689-70832,SF,Paul,,Zipser,3.649999936,12,3500,DAL@CHI,CHI,DAL,,
17689-17332,PF,Tarik,,Black,13.67878769,33,3500,DEN@LAL,LAL,DEN,GTD,Ankle
17689-74164,PG,Nicolas,,Laprovittola,5.777777778,18,3500,MIN@SA,SA,MIN,,
17689-24247,PG,Fred,,VanVleet,3.918181679,11,3500,TOR@BKN,TOR,BKN,,
17689-23744,SF,Justin,,Anderson,12.88378411,37,3500,DAL@CHI,DAL,CHI,,
17689-42689,PG,Tyler,,Ennis,4.195833206,24,3500,HOU@MIA,HOU,MIA,,
17689-14543,SF,Davis,,Bertans,6.436363451,33,3500,MIN@SA,SA,MIN,,
17689-23248,SG,R.J.,,Hunter,0.400000016,3,3500,DAL@CHI,CHI,DAL,,
17689-9939,PG,Patty,,Mills,17.73589775,39,3500,MIN@SA,SA,MIN,,
17689-66521,PG,Marcelo,,Huertas,8.227778117,18,3500,DEN@LAL,LAL,DEN,,
17689-23772,PG,Yogi,,Ferrell,8.790000153,10,3500,TOR@BKN,BKN,TOR,,
17689-58081,PG,Tyus,,Jones,8.104347561,23,3500,MIN@SA,MIN,SA,,
17689-24546,SG,Denzel,,Valentine,6.176923312,26,3500,DAL@CHI,CHI,DAL,,
17689-9956,SG,Wayne,,Ellington,16.14285714,21,3500,HOU@MIA,MIA,HOU,,
17689-23273,C,A.J.,,Hammons,3.529411765,17,3500,DAL@CHI,DAL,CHI,,
17689-23788,SG,Bryn,,Forbes,1.535714286,14,3500,MIN@SA,SA,MIN,,
17689-9712,PG,Jose,,Calderon,8.60000017,18,3500,DEN@LAL,LAL,DEN,,
17689-23282,SF,Sam,,Dekker,14.27209331,43,3500,HOU@MIA,HOU,MIA,,
17689-23798,SF,Caris,,LeVert,12.06500015,20,3500,TOR@BKN,BKN,TOR,,
17689-63478,C,Cristiano,,Felicio,11.84411801,34,3500,DAL@CHI,CHI,DAL,,
17689-15864,PF,Adreian,,Payne,8.459999847,10,3500,MIN@SA,MIN,SA,,
17689-16376,SF,Dorian,,Finney-Smith,10.51538477,39,3500,DAL@CHI,DAL,CHI,,
17689-23802,PG,Kris,,Dunn,11.46585381,41,3500,MIN@SA,MIN,SA,,
