date,time,team,opp,overunder,margin
2016-11-02,8:00p,dal,uta,186.454545454545,-3.31818181818182
2016-11-02,9:00p,por,pho,216.318181818182,-2.77272727272727
2016-11-02,9:30p,okc,lac,208.772727272727,-7
2016-11-01,5:00p,hou,cle,217.272727272727,-9.40909090909091
2016-11-01,6:00p,lal,ind,213.5,-9
2016-11-01,6:00p,orl,phi,198.681818181818,-5.09090909090909
2016-11-01,6:30p,nyk,det,202.045454545455,-3.63636363636364
2016-11-01,6:30p,sac,mia,199.318181818182,-3.54545454545455
2016-11-01,7:00p,mem,min,198.090909090909,-6.95454545454545
2016-11-01,7:00p,mil,nor,204.409090909091,-3.45454545454545
2016-11-01,7:30p,uta,sas,186.454545454545,-9.86363636363636
2016-11-01,9:00p,gsw,por,226,-5.81818181818182
2016-10-31,6:30p,den,tor,206.318181818182,-6.63636363636364
2016-10-31,6:30p,chi,bos,209.727272727273,-6.09090909090909
2016-10-31,6:30p,sac,atl,202.954545454545,-7.13636363636364
2016-10-31,9:30p,pho,lac,205.318181818182,-12
2016-10-30,3:30p,uta,lac,190.045454545455,-7.54545454545455
2016-10-30,5:00p,gsw,pho,226.318181818182,-11.6363636363636
2016-10-30,5:00p,mil,det,197.318181818182,-7.31818181818182
2016-10-30,5:00p,sas,mia,194.181818181818,-6.54545454545455
2016-10-30,6:00p,lal,okc,215.727272727273,-8.5
2016-10-30,7:00p,was,mem,204.272727272727,-3.31818181818182
2016-10-30,7:00p,dal,hou,214.227272727273,-5.27272727272727
2016-10-29,11:30a,atl,phi,201.818181818182,-7.86363636363636
2016-10-29,6:00p,bkn,cha,202.590909090909,-2.86363636363636
2016-10-29,6:30p,orl,cle,205.136363636364,-10.8636363636364
2016-10-29,6:30p,mem,nyk,198.772727272727,-3.04545454545455
2016-10-29,7:00p,bos,mil,205.409090909091,-7.77272727272727
2016-10-29,7:00p,ind,chi,209.681818181818,-3.5
2016-10-29,7:00p,nor,sas,203.818181818182,-13.8181818181818
2016-10-29,8:00p,por,den,212.227272727273,-1.45454545454545
2016-10-29,9:30p,min,sac,203.318181818182,-1
2016-10-28,6:00p,cle,tor,205.363636363636,-2.63636363636364
2016-10-28,6:30p,orl,det,195.772727272727,-3.90909090909091
2016-10-28,6:30p,ind,bos,218.136363636364,-5.95454545454545
2016-10-28,7:00p,pho,okc,209.409090909091,-7.90909090909091
2016-10-28,7:00p,cha,mia,196.954545454545,-1.45454545454545
2016-10-28,7:30p,hou,dal,219.045454545455,-1.90909090909091
2016-10-28,8:00p,lal,uta,201.318181818182,-9.04545454545454
2016-10-28,8:30p,gsw,nor,222.863636363636,-12
2016-10-27,6:30p,was,atl,202.681818181818,-3.77272727272727
2016-10-27,7:00p,bkn,chi,208.909090909091,-1.22727272727273
2016-10-27,9:30p,lac,por,209.636363636364,-2.5
2016-10-27,9:30p,sas,sac,203.545454545455,-7.59090909090909
2016-10-26,6:00p,mia,orl,199.636363636364,-3.13636363636364
2016-10-26,6:00p,dal,ind,204.136363636364,-5.5
2016-10-26,6:30p,det,tor,197.136363636364,-6.5
2016-10-26,6:30p,bos,bkn,211.818181818182,-11.7727272727273
2016-10-26,7:00p,min,mem,199.272727272727,-1.63636363636364
2016-10-26,7:00p,cha,mil,195.318181818182,-1.55
2016-10-26,7:00p,okc,phi,209.590909090909,-8.90909090909091
2016-10-26,7:00p,den,nor,206.409090909091,-1.72727272727273
2016-10-26,9:00p,sac,pho,211.954545454545,-3
2016-10-26,9:30p,hou,lal,223.727272727273,-5.95454545454545
2016-10-25,6:30p,nyk,cle,205.409090909091,-9.27272727272727
2016-10-25,9:00p,uta,por,192.136363636364,-5.90909090909091
2016-10-25,9:30p,sas,gsw,211.772727272727,-8.13636363636364
