Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
17927-12354,C,Cole,,Aldrich,7.761701868,47,3500,TOR@MIN,MIN,TOR,,
17927-9796,SF,Luc Richard,,Mbah a Moute,12.09400024,50,3500,LAC@NY,LAC,NY,,
17927-66117,C,Diamond,,Stone,3.160000038,5,3500,LAC@NY,LAC,NY,,
17927-15947,SG,Reggie,,Bullock,9.853846623,13,3500,LAL@DET,DET,LAL,GTD,Illness
17927-9804,C,Alexis,,Ajinca,11.36666652,21,3500,UTA@NO,NO,UTA,,
17927-12368,PF,Nemanja,,Bjelica,12.03,50,3500,TOR@MIN,MIN,TOR,,
17927-66129,PF,Deyonta,,Davis,5.367999878,25,3500,PHO@MEM,MEM,PHO,,
17927-15955,PF,James Michael,,McAdoo,5.741666794,24,3500,CHI@GS,GS,CHI,,
17927-15961,C,Tyler,,Zeller,10.33870968,31,3500,BOS@SAC,BOS,SAC,,
17927-59483,PF,Chris,,McCullough,4.800000117,13,3500,WAS@BKN,BKN,WAS,,
17927-58461,PF,Trey,,Lyles,14.51153799,52,3500,UTA@NO,UTA,NO,,
17927-58463,PG,Tyler,,Ulis,5.956250191,32,3500,PHO@MEM,PHO,MEM,,
17927-23654,PF,Brice,,Johnson,0,0,3500,LAC@NY,LAC,NY,O,Back
17927-41063,PF,Jordan,,Mickey,5.407142639,14,3500,BOS@SAC,BOS,SAC,,
17927-15469,PF,Quincy,,Acy,8.544444614,18,3500,WAS@BKN,BKN,WAS,O,Ankle
17927-17517,SF,Tony,,Snell,14.56938825,49,3500,MIA@MIL,MIL,MIA,,
17927-23156,SF,Georges,,Niang,2.166666667,21,3500,CLE@IND,IND,CLE,,
17927-60021,PF,Pascal,,Siakam,11.23260896,46,3500,TOR@MIN,TOR,MIN,,
17927-9849,SG,Gerald,,Green,8.78666687,30,3500,BOS@SAC,BOS,SAC,,
17927-41082,C,Damian,,Jones,2.533333302,3,3500,CHI@GS,GS,CHI,,
17927-58490,PG,Wade,,Baldwin IV,8.420833588,24,3500,PHO@MEM,MEM,PHO,,
17927-67708,PG,Dejounte,,Murray,6.031034272,29,3500,SA@PHI,SA,PHI,,
17927-12421,C,Tiago,,Splitter,11.97777812,36,3500,DEN@ATL,ATL,DEN,O,Hamstring
17927-17542,C,Alan,,Williams,7.363157573,19,3500,PHO@MEM,PHO,MEM,,
17927-12423,C,Omer,,Asik,10.6299998,30,3500,UTA@NO,NO,UTA,,
17927-12424,C,Timofey,,Mozgov,15.0692303,52,3500,LAL@DET,LAL,DET,,
17927-16008,PF,Jared,,Sullinger,7.8,10,3500,TOR@MIN,TOR,MIN,,
17927-23189,PF,Joel,,Bolomboy,2.722222222,9,3500,UTA@NO,UTA,NO,,
17927-66203,SG,Malachi,,Richardson,5.270588146,17,3500,BOS@SAC,SAC,BOS,,
17927-48799,PF,Maurice,,Ndour,4.931578787,19,3500,LAC@NY,NY,LAC,,
17927-21665,SG,Alan,,Anderson,5.121052792,19,3500,LAC@NY,LAC,NY,,
17927-70819,PF,Dragan,,Bender,7.207894576,38,3500,PHO@MEM,PHO,MEM,GTD,Ankle
17927-14500,PF,Derrick,,Williams,10.82400024,25,3500,MIA@MIL,MIA,MIL,,
17927-23716,SF,Kyle,,Anderson,9.395652439,46,3500,SA@PHI,SA,PHI,,
17927-70821,C,Georgios,,Papagiannis,1.100000024,2,3500,BOS@SAC,SAC,BOS,,
17927-70820,PF,Thon,,Maker,5.399999765,26,3500,MIA@MIL,MIL,MIA,,
17927-42662,SF,Troy,,Williams,10.30416679,24,3500,PHO@MEM,MEM,PHO,,
17927-9895,SF,Steve,,Novak,1.075000048,8,3500,MIA@MIL,MIL,MIA,,
17927-70825,SG,Timothe,,Luwawu-Cabarrot,6.64999992,38,3500,SA@PHI,PHI,SA,,
17927-42665,PG,Andrew,,Harrison,14.57647107,51,3500,PHO@MEM,MEM,PHO,,
17927-42156,PF,Bobby,,Portis,8.747058644,34,3500,CHI@GS,CHI,GS,,
17927-14510,SG,Alec,,Burks,10.01249981,16,3500,UTA@NO,UTA,NO,,
17927-42671,SF,James,,Young,3.628571374,14,3500,BOS@SAC,BOS,SAC,,
17927-71345,SF,Mindaugas,,Kuzminskas,10.593478,46,3500,LAC@NY,NY,LAC,,
17927-42677,PG,Terry,,Rozier,12.97608749,46,3500,BOS@SAC,BOS,SAC,,
17927-14519,PF,Donatas,,Motiejunas,11.18666687,15,3500,UTA@NO,NO,UTA,,
17927-49336,SF,DeAndre',,Bembry,5.650000139,22,3500,DEN@ATL,ATL,DEN,,
17927-23743,PF,Daniel,,Ochefu,2.615384615,13,3500,WAS@BKN,WAS,BKN,,
17927-14533,PG,Shelvin,,Mack,14.12093052,43,3500,UTA@NO,UTA,NO,,
17927-16071,PG,Tim,,Frazier,21.78684275,38,3500,UTA@NO,NO,UTA,,
17927-22727,PG,Ron,,Baker,7.24230781,26,3500,LAC@NY,NY,LAC,,
17927-14537,SF,Chandler,,Parsons,12.24166616,24,3500,PHO@MEM,MEM,PHO,,
17927-9935,C,Brandan,,Wright,11.39999962,4,3500,PHO@MEM,MEM,PHO,,
17927-14543,SF,Davis,,Bertans,8.190697958,43,3500,SA@PHI,SA,PHI,,
17927-23248,SG,R.J.,,Hunter,0.400000016,3,3500,CHI@GS,CHI,GS,,
17927-58576,PF,Kevon,,Looney,7.597368742,38,3500,CHI@GS,GS,CHI,,
17927-9940,SF,Dante,,Cunningham,13.49743652,39,3500,UTA@NO,NO,UTA,,
17927-14552,SG,DeAndre,,Liggins,7.641463117,41,3500,CLE@IND,CLE,IND,,
17927-16089,SG,Lamar,,Patterson,2.933333397,3,3500,DEN@ATL,ATL,DEN,,
17927-9951,SG,Gerald,,Henderson,16.0608693,46,3500,SA@PHI,PHI,SA,,
17927-15585,SG,Michael,,Gbinije,1.17777782,9,3500,LAL@DET,DET,LAL,,
17927-9955,SG,Marcus,,Thornton,11.79393976,33,3500,WAS@BKN,WAS,BKN,,
17927-15587,SF,Ryan,,Kelly,4.388888889,9,3500,DEN@ATL,ATL,DEN,,
17927-15589,C,Marshall,,Plumlee,5.342857361,7,3500,LAC@NY,NY,LAC,,
17927-9962,PF,Jonas,,Jerebko,10.85400024,50,3500,BOS@SAC,BOS,SAC,GTD,Nose
17927-23788,SG,Bryn,,Forbes,2.163157814,19,3500,SA@PHI,SA,PHI,,
17927-9459,SF,Paul,,Pierce,5.892307575,13,3500,LAC@NY,LAC,NY,,
17927-71420,PG,Sergio,,Rodriguez,18.7826087,46,3500,SA@PHI,PHI,SA,,
17927-23294,SF,Danuel,,House,1.200000048,1,3500,WAS@BKN,WAS,BKN,O,Wrist
17927-9471,PF,Boris,,Diaw,9.837209302,43,3500,UTA@NO,UTA,NO,,
